CustomerID;Customer;City;State-Province;Country-Region;Postal Code
22257;Carrie Romero;Concord;California;United States;94519
22269;Caleb Yang;Concord;California;United States;94519
22330;Jose Walker;Concord;California;United States;94519
22355;Logan Jones;Concord;California;United States;94519
22719;Jesse Brooks;Concord;California;United States;94519
22744;Edward Wright;Concord;California;United States;94519
22746;Erica Zhang;Concord;California;United States;94519
22775;Madison Martinez;Concord;California;United States;94519
22865;Stephanie Hall;Concord;California;United States;94519
22989;Megan Butler;Concord;California;United States;94519
23071;Haley Gonzales;Concord;California;United States;94519
23136;Stephanie Peterson;Concord;California;United States;94519
23145;Nichole Xie;Concord;California;United States;94519
23149;Brandi Rubio;Concord;California;United States;94519
23210;Timothy Gray;Concord;California;United States;94519
23500;Adriana Garcia;Concord;California;United States;94519
23510;Morgan Cooper;Concord;California;United States;94519
23580;Ryan Jones;Concord;California;United States;94519
23789;Ryan Walker;Concord;California;United States;94519
23828;Carolyn Carlson;Concord;California;United States;94519
23837;Jonathan Li;Concord;California;United States;94519
23862;Rebekah Kapoor;Concord;California;United States;94519
23890;Haley Cox;Concord;California;United States;94519
24261;Emma Jones;Concord;California;United States;94519
24288;Pedro Gomez;Concord;California;United States;94519
24347;Tina Madan;Concord;California;United States;94519
24348;Ruben Gomez;Concord;California;United States;94519
24385;Summer Perez;Concord;California;United States;94519
24395;Alison Raji;Concord;California;United States;94519
24396;Robyn Navarro;Concord;California;United States;94519
24422;Thomas Lal;Concord;California;United States;94519
24430;Dalton Long;Concord;California;United States;94519
24524;Megan Lewis;Concord;California;United States;94519
24749;Marshall Guo;Concord;California;United States;94519
24813;Armando Schmidt;Concord;California;United States;94519
24935;James Hayes;Concord;California;United States;94519
24940;Fernando Martin;Concord;California;United States;94519
24946;Sarah Hughes;Concord;California;United States;94519
25091;Jessie Zeng;Concord;California;United States;94519
25103;Shelby Brooks;Concord;California;United States;94519
25105;Warren Nara;Concord;California;United States;94519
25155;Theresa Alonso;Concord;California;United States;94519
25195;Alexandra Wilson;Concord;California;United States;94519
25277;Jermaine Fernandez;Concord;California;United States;94519
25382;Richard Hughes;Concord;California;United States;94519
25389;Wendy Sanz;Concord;California;United States;94519
25409;Theodore Gutierrez;Concord;California;United States;94519
25434;Gabriel Hill;Concord;California;United States;94519
25440;Andre Gonzalez;Concord;California;United States;94519
25953;Hunter Butler;Concord;California;United States;94519
26048;Brad Oliver;Concord;California;United States;94519
26071;Brittany Henderson;Concord;California;United States;94519
26124;Riley James;Concord;California;United States;94519
26171;Randall Ruiz;Concord;California;United States;94519
26237;Grace Martin;Concord;California;United States;94519
26502;Taylor Brown;Concord;California;United States;94519
26532;Angela Barnes;Concord;California;United States;94519
26541;Alexis Butler;Concord;California;United States;94519
26611;Kayla Henderson;Concord;California;United States;94519
26639;Riley Diaz;Concord;California;United States;94519
26645;Morgan Richardson;Concord;California;United States;94519
26649;Emily Perry;Concord;California;United States;94519
27080;Nathan Campbell;Concord;California;United States;94519
27238;Jesse Hernandez;Concord;California;United States;94519
27258;Christian Flores;Concord;California;United States;94519
27383;Jay Hernandez;Concord;California;United States;94519
27408;Tabitha Sanchez;Concord;California;United States;94519
27527;Tina Sanchez;Concord;California;United States;94519
27640;Lauren Thomas;Concord;California;United States;94519
27651;Jeremy Murphy;Concord;California;United States;94519
27660;Gerald Carlson;Concord;California;United States;94519
28042;Joseph Brown;Concord;California;United States;94519
28043;Gabrielle Young;Concord;California;United States;94519
28044;Jimmy Navarro;Concord;California;United States;94519
28268;Jordan Campbell;Concord;California;United States;94519
28287;Lauren Bennett;Concord;California;United States;94519
28288;Marco Srini;Concord;California;United States;94519
28335;Rebekah Srini;Concord;California;United States;94519
28345;Diana Serrano;Concord;California;United States;94519
28774;Latasha Rowe;Concord;California;United States;94519
28847;Carly Xu;Concord;California;United States;94519
28865;Alex Reed;Concord;California;United States;94519
28966;Martha Li;Concord;California;United States;94519
28990;Ann Raman;Concord;California;United States;94519
28998;Kristina Rodriguez;Concord;California;United States;94519
29107;Tonya Luo;Concord;California;United States;94519
29172;Arturo Carson;Concord;California;United States;94519
29224;Kaylee Bailey;Concord;California;United States;94519
29283;Jeff Smith;Concord;California;United States;94519
29326;Victoria Diaz;Concord;California;United States;94519
11049;Carol Rai;Chula Vista;California;United States;91910
11087;Tamara Liang;Chula Vista;California;United States;91910
11180;April Anand;Chula Vista;California;United States;91910
11284;Theresa Serrano;Chula Vista;California;United States;91910
11298;Jon Luo;Chula Vista;California;United States;91910
11305;Sean Evans;Chula Vista;California;United States;91910
11648;Kevin Scott;Chula Vista;California;United States;91910
11665;Janet Dominguez;Chula Vista;California;United States;91910
11741;Tamara Chander;Chula Vista;California;United States;91910
11790;Timothy Gonzalez;Chula Vista;California;United States;91910
11844;Michele Alvarez;Chula Vista;California;United States;91910
11975;Destiny Garcia;Chula Vista;California;United States;91910
12069;Garrett Kelly;Chula Vista;California;United States;91910
12188;Ashley Thomas;Chula Vista;California;United States;91910
12417;Alexis Bryant;Chula Vista;California;United States;91910
12708;Bonnie Pal;Chula Vista;California;United States;91910
12788;Amanda Nelson;Chula Vista;California;United States;91910
12793;Jessie Guo;Chula Vista;California;United States;91910
12904;Thomas Jai;Chula Vista;California;United States;91910
12931;Ann Fernandez;Chula Vista;California;United States;91910
12974;Marc Gill;Chula Vista;California;United States;91910
13058;Ramon Huang;Chula Vista;California;United States;91910
13186;Marcus Sanders;Chula Vista;California;United States;91910
13207;Kenneth Rai;Chula Vista;California;United States;91910
13218;Melissa Bryant;Chula Vista;California;United States;91910
13227;Alexander Wilson;Chula Vista;California;United States;91910
13240;Blake Foster;Chula Vista;California;United States;91910
13278;Jorge Hu;Chula Vista;California;United States;91910
13293;Barbara Lu;Chula Vista;California;United States;91910
13297;Arthur Rubio;Chula Vista;California;United States;91910
13312;Natalie Jenkins;Chula Vista;California;United States;91910
13329;Jake Wang;Chula Vista;California;United States;91910
13481;Hunter Hernandez;Chula Vista;California;United States;91910
13485;Thomas Allen;Chula Vista;California;United States;91910
13702;Jessie Suarez;Chula Vista;California;United States;91910
13715;Eduardo Sanchez;Chula Vista;California;United States;91910
13854;Kyle Parker;Chula Vista;California;United States;91910
13876;Sebastian Murphy;Chula Vista;California;United States;91910
13914;Abigail Bell;Chula Vista;California;United States;91910
14413;Rachel Patterson;Chula Vista;California;United States;91910
14498;Katie Luo;Chula Vista;California;United States;91910
14884;Kristi Torres;Chula Vista;California;United States;91910
15160;Candace Van;Chula Vista;California;United States;91910
15191;Andres Kumar;Chula Vista;California;United States;91910
15260;Kathleen Torres;Chula Vista;California;United States;91910
15285;Olivia Rodriguez;Chula Vista;California;United States;91910
15288;Logan Perry;Chula Vista;California;United States;91910
15326;Todd Zheng;Chula Vista;California;United States;91910
15337;Rachel Gonzales;Chula Vista;California;United States;91910
15387;Miguel Rodriguez;Chula Vista;California;United States;91910
15417;Alvin Lu;Chula Vista;California;United States;91910
15482;Audrey Rubio;Chula Vista;California;United States;91910
15495;Craig Alonso;Chula Vista;California;United States;91910
15516;Shaun Raje;Chula Vista;California;United States;91910
15532;Marshall Jai;Chula Vista;California;United States;91910
15545;Jennifer Rivera;Chula Vista;California;United States;91910
15747;Evan Nelson;Chula Vista;California;United States;91910
15857;Isabella White;Chula Vista;California;United States;91910
15904;Janice Bennett;Chula Vista;California;United States;91910
15947;Michelle Blue;Chula Vista;California;United States;91910
15986;Dalton Sanchez;Chula Vista;California;United States;91910
15998;Marissa Flores;Chula Vista;California;United States;91910
16212;Jacqueline Rivera;Chula Vista;California;United States;91910
16355;Sam Foster;Chula Vista;California;United States;91910
16364;Shawna Yuan;Chula Vista;California;United States;91910
16645;Chelsea Subram;Chula Vista;California;United States;91910
16807;Virginia Suri;Chula Vista;California;United States;91910
16838;Jonathan Griffin;Chula Vista;California;United States;91910
16880;Edgar Patel;Chula Vista;California;United States;91910
16965;Kristi Romero;Chula Vista;California;United States;91910
16992;Lucas Watson;Chula Vista;California;United States;91910
17000;Miranda Henderson;Chula Vista;California;United States;91910
17005;Priscilla Anand;Chula Vista;California;United States;91910
17033;Carson Long;Chula Vista;California;United States;91910
17419;Brianna Reed;Chula Vista;California;United States;91910
17521;Destiny Jenkins;Chula Vista;California;United States;91910
17592;Bryan Sanders;Chula Vista;California;United States;91910
17690;Jenna Gonzalez;Chula Vista;California;United States;91910
18076;Andre Mehta;Chula Vista;California;United States;91910
18352;Noah Thomas;Chula Vista;California;United States;91910
18369;Mandy He;Chula Vista;California;United States;91910
18381;Katherine Ward;Chula Vista;California;United States;91910
18502;Pamela Madan;Chula Vista;California;United States;91910
18520;Rafael Huang;Chula Vista;California;United States;91910
18521;Meghan Rowe;Chula Vista;California;United States;91910
18647;Christy Huang;Chula Vista;California;United States;91910
18807;Spencer Bennett;Chula Vista;California;United States;91910
18958;Natalie Sanchez;Chula Vista;California;United States;91910
19218;Nathaniel Brooks;Chula Vista;California;United States;91910
19401;Kyle Hernandez;Chula Vista;California;United States;91910
19634;Gregory Nath;Chula Vista;California;United States;91910
19639;Victor Gill;Chula Vista;California;United States;91910
19644;Gloria Gill;Chula Vista;California;United States;91910
19739;Lucas Perry;Chula Vista;California;United States;91910
19756;Nicolas Yuan;Chula Vista;California;United States;91910
19775;Alisha Cai;Chula Vista;California;United States;91910
19832;Sheila Hernandez;Chula Vista;California;United States;91910
19866;Martin Patel;Chula Vista;California;United States;91910
19867;Juan Sanchez;Chula Vista;California;United States;91910
19877;Steve Zheng;Chula Vista;California;United States;91910
19991;Jacob Thomas;Chula Vista;California;United States;91910
20014;Anne Blanco;Chula Vista;California;United States;91910
20116;Hannah Bryant;Chula Vista;California;United States;91910
20287;Destiny Simmons;Chula Vista;California;United States;91910
20459;Maria Barnes;Chula Vista;California;United States;91910
20475;Blake Martinez;Chula Vista;California;United States;91910
20518;Desiree Sanz;Chula Vista;California;United States;91910
20698;Darren Chandra;Chula Vista;California;United States;91910
21160;April Xie;Chula Vista;California;United States;91910
21164;Troy Raman;Chula Vista;California;United States;91910
21281;Andrea Hill;Chula Vista;California;United States;91910
21287;Kendra Jimenez;Chula Vista;California;United States;91910
21313;Beth Diaz;Chula Vista;California;United States;91910
21350;Mindy Sharma;Chula Vista;California;United States;91910
21437;Whitney Sara;Chula Vista;California;United States;91910
21470;Stephanie Jenkins;Chula Vista;California;United States;91910
21497;Patrick Cox;Chula Vista;California;United States;91910
21609;Tabitha Blanco;Chula Vista;California;United States;91910
21705;Warren Sharma;Chula Vista;California;United States;91910
21743;Theresa Rubio;Chula Vista;California;United States;91910
21771;Sheena Shen;Chula Vista;California;United States;91910
21785;Tabitha Rodriguez;Chula Vista;California;United States;91910
22084;Francis Gomez;Chula Vista;California;United States;91910
22138;Alexandra Brooks;Chula Vista;California;United States;91910
22224;Katherine Alexander;Chula Vista;California;United States;91910
22256;Edwin Lu;Chula Vista;California;United States;91910
22273;Patricia Rodriguez;Chula Vista;California;United States;91910
22331;Michele Yuan;Chula Vista;California;United States;91910
22344;Krystal Yang;Chula Vista;California;United States;91910
22791;Taylor Jenkins;Chula Vista;California;United States;91910
23047;Valerie Xu;Chula Vista;California;United States;91910
23068;Ryan Shan;Chula Vista;California;United States;91910
23115;Stephanie Nicholls;Chula Vista;California;United States;91910
23139;Christian Yang;Chula Vista;California;United States;91910
23254;Jack Gonzalez;Chula Vista;California;United States;91910
23342;Cristina She;Chula Vista;California;United States;91910
23383;Caleb Allen;Chula Vista;California;United States;91910
23818;Cassidy Gonzales;Chula Vista;California;United States;91910
23840;Mason Ward;Chula Vista;California;United States;91910
24286;Kelvin Goel;Chula Vista;California;United States;91910
24287;John Martinez;Chula Vista;California;United States;91910
24330;Jessica Bennett;Chula Vista;California;United States;91910
24406;Reginald Vazquez;Chula Vista;California;United States;91910
24443;Edgar Suri;Chula Vista;California;United States;91910
24486;Rafael Zeng;Chula Vista;California;United States;91910
24618;Brett Gonzalez;Chula Vista;California;United States;91910
24735;Madison Powell;Chula Vista;California;United States;91910
24761;Lawrence Rubio;Chula Vista;California;United States;91910
24783;Barry Raman;Chula Vista;California;United States;91910
24807;Anne Moreno;Chula Vista;California;United States;91910
24812;Johnathan Sai;Chula Vista;California;United States;91910
24815;Victoria Clark;Chula Vista;California;United States;91910
24925;Erick Perez;Chula Vista;California;United States;91910
24955;Donald Perez;Chula Vista;California;United States;91910
24992;Faith Bryant;Chula Vista;California;United States;91910
24999;Shaun Jai;Chula Vista;California;United States;91910
25024;Brad Pritchett;Chula Vista;California;United States;91910
25068;Robert Shan;Chula Vista;California;United States;91910
25148;Ryan Simmons;Chula Vista;California;United States;91910
25257;Harold Sanchez;Chula Vista;California;United States;91910
25426;Tristan Foster;Chula Vista;California;United States;91910
25439;Janelle Arthur;Chula Vista;California;United States;91910
25839;Connor Powell;Chula Vista;California;United States;91910
25856;Benjamin Sharma;Chula Vista;California;United States;91910
26003;Denise Subram;Chula Vista;California;United States;91910
26117;Samuel Wright;Chula Vista;California;United States;91910
26120;Miguel Lewis;Chula Vista;California;United States;91910
26247;Sophia Turner;Chula Vista;California;United States;91910
26326;Trevor Washington;Chula Vista;California;United States;91910
26674;Ashley Jackson;Chula Vista;California;United States;91910
26708;Katherine Washington;Chula Vista;California;United States;91910
26788;Destiny Howard;Chula Vista;California;United States;91910
26813;Xavier Diaz;Chula Vista;California;United States;91910
27010;Jordyn Patterson;Chula Vista;California;United States;91910
27018;Blake Price;Chula Vista;California;United States;91910
27081;Jason Ross;Chula Vista;California;United States;91910
27092;Marissa Ross;Chula Vista;California;United States;91910
27204;Devin Hall;Chula Vista;California;United States;91910
27222;Virginia Sai;Chula Vista;California;United States;91910
27257;Rebekah Sara;Chula Vista;California;United States;91910
27268;Latasha Serrano;Chula Vista;California;United States;91910
27432;Craig Ruiz;Chula Vista;California;United States;91910
27460;Grant Goel;Chula Vista;California;United States;91910
27463;Rachel Morgan;Chula Vista;California;United States;91910
27478;Sheila Alvarez;Chula Vista;California;United States;91910
27521;Gabriel Foster;Chula Vista;California;United States;91910
27579;Bruce Suarez;Chula Vista;California;United States;91910
27619;Joseph Lee;Chula Vista;California;United States;91910
27630;Xavier Coleman;Chula Vista;California;United States;91910
27680;Benjamin Foster;Chula Vista;California;United States;91910
27681;Olivia Jackson;Chula Vista;California;United States;91910
28031;Kari Navarro;Chula Vista;California;United States;91910
28089;Xavier Campbell;Chula Vista;California;United States;91910
28097;Jennifer Barnes;Chula Vista;California;United States;91910
28242;Madison Butler;Chula Vista;California;United States;91910
28784;Briana Gomez;Chula Vista;California;United States;91910
28846;Cynthia Lopez;Chula Vista;California;United States;91910
28997;Hector Carlson;Chula Vista;California;United States;91910
29003;Veronica Perez;Chula Vista;California;United States;91910
29151;Caroline Long;Chula Vista;California;United States;91910
29168;Derrick Romero;Chula Vista;California;United States;91910
29177;Frank Martin;Chula Vista;California;United States;91910
29203;Laura Hu;Chula Vista;California;United States;91910
29219;Darren Arun;Chula Vista;California;United States;91910
29227;Levi Patel;Chula Vista;California;United States;91910
29244;Eric Ross;Chula Vista;California;United States;91910
11233;Todd Li;Berkeley;California;United States;94704
11283;Arturo Lal;Berkeley;California;United States;94704
11890;Whitney Lopez;Berkeley;California;United States;94704
11961;Anne Alvarez;Berkeley;California;United States;94704
11974;Randy Sun;Berkeley;California;United States;94704
12119;Keith Raje;Berkeley;California;United States;94704
12186;Bryant Srini;Berkeley;California;United States;94704
12441;Trevor Simmons;Berkeley;California;United States;94704
12529;Isaiah Allen;Berkeley;California;United States;94704
12909;Kelsey Shan;Berkeley;California;United States;94704
12910;Robert Brown;Berkeley;California;United States;94704
13057;Destiny Powell;Berkeley;California;United States;94704
13176;Kurt Chander;Berkeley;California;United States;94704
13225;Jésus Suarez;Berkeley;California;United States;94704
13340;Natalie Edwards;Berkeley;California;United States;94704
13387;Miranda Jenkins;Berkeley;California;United States;94704
13480;Anna Rodriguez;Berkeley;California;United States;94704
13482;Haley Bryant;Berkeley;California;United States;94704
13727;Paula Rubio;Berkeley;California;United States;94704
13734;Kristi Gonzalez;Berkeley;California;United States;94704
13746;Janelle Madan;Berkeley;California;United States;94704
13863;Kevin Long;Berkeley;California;United States;94704
13864;Robin Torres;Berkeley;California;United States;94704
13913;Angela Rogers;Berkeley;California;United States;94704
13948;Susan Ma;Berkeley;California;United States;94704
13949;Dwayne Ramos;Berkeley;California;United States;94704
14037;Lydia Sara;Berkeley;California;United States;94704
14120;Gabrielle Cooper;Berkeley;California;United States;94704
14351;Riley Gray;Berkeley;California;United States;94704
14364;Mario Rai;Berkeley;California;United States;94704
14382;Darren Blanco;Berkeley;California;United States;94704
14406;Carrie Schmidt;Berkeley;California;United States;94704
14488;Connor Hughes;Berkeley;California;United States;94704
14514;Rachel Jones;Berkeley;California;United States;94704
14733;Clarence Raji;Berkeley;California;United States;94704
14879;Andrea Richardson;Berkeley;California;United States;94704
14882;Kathryn Nara;Berkeley;California;United States;94704
15010;Cory Suri;Berkeley;California;United States;94704
15199;Joe Jordan;Berkeley;California;United States;94704
15281;Hunter Anderson;Berkeley;California;United States;94704
15308;Christy Lal;Berkeley;California;United States;94704
15382;Kimberly Blue;Berkeley;California;United States;94704
15393;Rebekah Ruiz;Berkeley;California;United States;94704
15399;Mackenzie Murphy;Berkeley;California;United States;94704
15405;Miguel Ross;Berkeley;California;United States;94704
15431;John Jackson;Berkeley;California;United States;94704
15539;Raul Goel;Berkeley;California;United States;94704
15861;Damien Zhao;Berkeley;California;United States;94704
15877;Jordan Perez;Berkeley;California;United States;94704
15903;Abigail Barnes;Berkeley;California;United States;94704
16063;Francisco Kapoor;Berkeley;California;United States;94704
16087;Micah Chen;Berkeley;California;United States;94704
16112;Frank Munoz;Berkeley;California;United States;94704
16222;Brandon Anderson;Berkeley;California;United States;94704
16795;Regina Garcia;Berkeley;California;United States;94704
16976;Sandra Xu;Berkeley;California;United States;94704
17003;Joanna Dominguez;Berkeley;California;United States;94704
17163;Edward Adams;Berkeley;California;United States;94704
17173;David Bryant;Berkeley;California;United States;94704
17380;Nathan Adams;Berkeley;California;United States;94704
17393;Jordan Sharma;Berkeley;California;United States;94704
17415;Dawn Beck;Berkeley;California;United States;94704
17416;Raymond Suri;Berkeley;California;United States;94704
17426;Donna Shan;Berkeley;California;United States;94704
17437;Natalie Baker;Berkeley;California;United States;94704
17459;Cassidy Barnes;Berkeley;California;United States;94704
17469;Ian Perez;Berkeley;California;United States;94704
17497;Maria Collins;Berkeley;California;United States;94704
17506;Alexandria Simmons;Berkeley;California;United States;94704
17591;Spencer Hughes;Berkeley;California;United States;94704
17606;Jacqueline Peterson;Berkeley;California;United States;94704
17660;Seth Young;Berkeley;California;United States;94704
17681;Robert Carter;Berkeley;California;United States;94704
18058;Riley Patterson;Berkeley;California;United States;94704
18120;Isabella Martin;Berkeley;California;United States;94704
18231;Janet Gutierrez;Berkeley;California;United States;94704
18327;Jon Sharma;Berkeley;California;United States;94704
18340;Arianna Cooper;Berkeley;California;United States;94704
18405;Sheila Gutierrez;Berkeley;California;United States;94704
18476;Brooke Rogers;Berkeley;California;United States;94704
18508;Michele Chander;Berkeley;California;United States;94704
18572;Danielle Watson;Berkeley;California;United States;94704
18667;Kelli Ma;Berkeley;California;United States;94704
18751;Kari Schmidt;Berkeley;California;United States;94704
18801;Dawn Yuan;Berkeley;California;United States;94704
18848;Christian Harris;Berkeley;California;United States;94704
18877;Evan Hall;Berkeley;California;United States;94704
18966;Carly Rai;Berkeley;California;United States;94704
18993;Kevin Ross;Berkeley;California;United States;94704
19009;Arianna Watson;Berkeley;California;United States;94704
19226;Neil Carlson;Berkeley;California;United States;94704
19404;Nicole Moore;Berkeley;California;United States;94704
19548;Kaitlyn Howard;Berkeley;California;United States;94704
19665;Eduardo Gonzales;Berkeley;California;United States;94704
19767;Ross Serrano;Berkeley;California;United States;94704
19837;Philip Jimenez;Berkeley;California;United States;94704
20002;Elizabeth White;Berkeley;California;United States;94704
20191;Chad Rai;Berkeley;California;United States;94704
20192;Amber Campbell;Berkeley;California;United States;94704
20204;Renee Carlson;Berkeley;California;United States;94704
20271;Barry Fernandez;Berkeley;California;United States;94704
20297;Valerie Wu;Berkeley;California;United States;94704
20413;Taylor Powell;Berkeley;California;United States;94704
20540;Jasmine Flores;Berkeley;California;United States;94704
20666;Lacey Rai;Berkeley;California;United States;94704
20671;Ronald Sanchez;Berkeley;California;United States;94704
21269;Blake Clark;Berkeley;California;United States;94704
21338;Victoria Price;Berkeley;California;United States;94704
21693;Alyssa Ashe;Berkeley;California;United States;94704
21694;Bobby Sai;Berkeley;California;United States;94704
21695;Ethan Rodriguez;Berkeley;California;United States;94704
22049;Allen Patel;Berkeley;California;United States;94704
22053;Jaime Goel;Berkeley;California;United States;94704
22054;Russell Raji;Berkeley;California;United States;94704
22066;Paula Munoz;Berkeley;California;United States;94704
22082;Lucas Barnes;Berkeley;California;United States;94704
22083;David Flores;Berkeley;California;United States;94704
22145;Eduardo Kelly;Berkeley;California;United States;94704
22161;Rachel Clark;Berkeley;California;United States;94704
22261;Isaac Allen;Berkeley;California;United States;94704
22291;Carlos Morris;Berkeley;California;United States;94704
22718;Zachary Simmons;Berkeley;California;United States;94704
22737;Heidi Sai;Berkeley;California;United States;94704
22740;Kimberly Rogers;Berkeley;California;United States;94704
22756;Jon Nath;Berkeley;California;United States;94704
22779;Lance Ruiz;Berkeley;California;United States;94704
22862;Derrick Navarro;Berkeley;California;United States;94704
23011;Isaiah Rivera;Berkeley;California;United States;94704
23016;Victoria Powell;Berkeley;California;United States;94704
23069;Anna Gray;Berkeley;California;United States;94704
23135;Dylan Clark;Berkeley;California;United States;94704
23239;Curtis Wu;Berkeley;California;United States;94704
23355;Lance Serrano;Berkeley;California;United States;94704
23391;Joanna Moreno;Berkeley;California;United States;94704
23399;Keith Pal;Berkeley;California;United States;94704
23453;Maurice Deng;Berkeley;California;United States;94704
23739;Virginia Kapoor;Berkeley;California;United States;94704
23787;Adrian Ward;Berkeley;California;United States;94704
23852;Desiree Torres;Berkeley;California;United States;94704
